X1,X2,Tag
6.491935483870968,6.011904761904763,-1.0
7.056451612903226,4.659090909090909,-1.0
6.471774193548386,5.254329004329005,-1.0
4.97983870967742,7.878787878787879,1.0
4.939516129032258,7.2023809523809526,1.0
6.794354838709676,2.5216450216450217,-1.0
6.955645161290322,6.904761904761905,-1.0
4.112903225806452,7.878787878787879,1.0
3.7096774193548385,6.580086580086581,1.0
4.274193548387096,3.116883116883117,-1.0
1.7943548387096775,1.7370129870129873,1.0
1.6129032258064515,4.659090909090909,1.0
4.818548387096774,8.771645021645023,1.0
6.693548387096774,6.9859307359307365,-1.0
6.975806451612902,2.088744588744589,-1.0
7.802419354838708,7.121212121212121,-1.0
1.995967741935484,7.3106060606060606,1.0
2.9838709677419355,4.063852813852814,1.0
1.149193548387097,5.38961038961039,1.0
1.6330645161290325,4.46969696969697,1.0
7.399193548387096,5.66017316017316,-1.0
2.9838709677419355,6.850649350649352,1.0
3.9919354838709675,1.574675324675325,-1.0
7.076612903225806,7.527056277056278,-1.0
1.5120967741935485,4.361471861471862,1.0
6.471774193548386,5.254329004329005,-1.0
7.419354838709676,5.8495670995671,-1.0
3.2258064516129035,4.713203463203464,1.0
3.7701612903225805,7.716450216450218,1.0
6.653225806451612,2.034632034632035,-1.0
6.108870967741936,1.5205627705627704,-1.0
5.60483870967742,4.442640692640693,-1.0
5.846774193548386,7.229437229437231,-1.0
3.7298387096774195,5.66017316017316,1.0
6.048387096774194,5.633116883116884,1.0
6.129032258064516,8.122294372294373,-1.0
7.903225806451612,4.145021645021646,-1.0
3.3870967741935485,5.822510822510823,1.0
5.443548387096774,8.771645021645023,1.0
2.379032258064516,4.145021645021646,1.0
4.375,6.336580086580088,1.0
2.9838709677419355,5.091991341991343,1.0
8.568548387096774,5.633116883116884,-1.0
2.217741935483871,6.201298701298702,1.0
1.0483870967741935,6.580086580086581,1.0
3.5483870967741935,7.824675324675326,1.0
2.4798387096774195,5.200216450216451,1.0
8.004032258064516,2.3863636363636367,-1.0
6.411290322580644,3.062770562770563,-1.0
4.435483870967742,3.54978354978355,-1.0
6.310483870967742,7.770562770562771,-1.0
1.7943548387096775,1.70995670995671,1.0
7.560483870967742,4.496753246753247,-1.0
4.939516129032258,4.145021645021646,-1.0
5.524193548387096,2.4675324675324677,-1.0
4.193548387096774,8.7987012987013,1.0
3.6088709677419355,1.7370129870129873,-1.0
1.935483870967742,3.2521645021645025,1.0
5.987903225806452,4.577922077922079,-1.0
4.737903225806452,8.825757575757576,1.0
3.9314516129032255,2.3322510822510822,-1.0
5.887096774193548,6.634199134199134,-1.0
7.701612903225806,2.8733766233766236,-1.0
6.814516129032258,7.472943722943723,-1.0
5.201612903225806,4.145021645021646,-1.0
1.935483870967742,7.987012987012989,1.0
2.1774193548387095,6.120129870129871,1.0
1.149193548387097,2.3863636363636367,1.0
4.415322580645162,5.714285714285715,1.0
4.05241935483871,8.7987012987013,1.0
8.971774193548386,3.2521645021645025,-1.0
2.379032258064516,6.931818181818183,1.0
8.48790322580645,6.147186147186148,-1.0
2.1169354838709675,7.95995670995671,1.0
1.935483870967742,5.1731601731601735,1.0
5.060483870967742,2.3322510822510822,-1.0
4.012096774193548,8.095238095238097,1.0
3.9112903225806455,7.851731601731602,1.0
5.221774193548386,5.0649350649350655,1.0
1.088709677419355,5.2272727272727275,1.0
7.479838709677418,6.580086580086581,-1.0
6.290322580645162,1.8722943722943723,-1.0
2.9233870967741935,6.174242424242425,1.0
7.338709677419354,3.0357142857142856,-1.0
4.737903225806452,1.277056277056277,-1.0
7.23790322580645,5.38961038961039,-1.0
3.7701612903225805,4.226190476190476,1.0
6.61290322580645,3.5768398268398274,-1.0
4.09274193548387,4.983766233766234,1.0
2.9435483870967745,3.008658008658009,1.0
5.262096774193548,6.30952380952381,1.0
4.455645161290322,6.8777056277056285,1.0
5.060483870967742,1.547619047619048,-1.0
1.875,3.27922077922078,1.0
5.181451612903226,2.007575757575758,-1.0
1.491935483870968,5.930735930735931,1.0
8.891129032258064,4.307359307359308,-1.0
4.294354838709678,5.443722943722944,1.0
7.338709677419354,1.7911255411255413,-1.0
4.737903225806452,4.036796536796537,-1.0
2.0161290322580645,6.931818181818183,1.0
5.141129032258064,8.33874458874459,1.0
2.0766129032258065,7.743506493506494,1.0
4.67741935483871,3.54978354978355,1.0
2.7217741935483875,8.176406926406928,1.0
7.983870967741934,6.553030303030304,-1.0
3.2056451612903225,7.337662337662339,1.0
6.008064516129032,3.54978354978355,-1.0
1.9556451612903225,7.797619047619049,1.0
1.2096774193548385,6.49891774891775,1.0
2.0161290322580645,2.1428571428571432,1.0
6.028225806451612,1.8452380952380953,-1.0
8.225806451612902,5.497835497835498,-1.0
