X,Y
0.655241935483871,1.5014843682006753
0.710685483870968,1.5981858796452992
0.7409274193548385,1.6948873910899231
0.756048387096774,1.7819187513900845
0.786290322580645,1.936641169701483
0.816532258064516,2.072023285723956
0.8518145161290325,2.284766610902129
0.877016129032258,2.4491591803579897
0.9173387096774195,2.584541296380463
0.9274193548387095,2.7295935635473985
0.962701612903226,2.9520070398700335
0.967741935483871,3.0680488536035826
1.0131048387096775,3.2807921787817556
1.0433467741935485,3.425844445948691
1.0735887096774195,3.6675982245602503
1.1139112903225805,3.938362456605198
1.149193548387097,4.15110578178337
1.189516129032258,4.39285956039493
1.224798387096774,4.67329394358434
1.2600806451612905,4.886037268762512
1.310483870967742,5.185811954240846
1.345766129032258,5.437235883996868
1.376008064516129,5.572618000019341
1.431451612903226,5.785361325197514
1.496975806451613,6.027115103809074
1.5625,6.249528580131709
1.617943548387097,6.462271905309882
1.688508064516129,6.626664474765741
1.784274193548387,6.829737648799453
1.8649193548387095,6.9844600671108505
1.935483870967742,7.1005018808444
1.965725806451613,7.148852636566712
2.036290322580645,7.226213845722411
2.121975806451613,7.284234752589185
2.1673387096774195,7.293904903733647
2.2681451612903225,7.226213845722411
2.3840725806451615,7.129512334277786
2.5252016129032255,6.936109311388538
2.5806451612903225,6.800727195366065
2.6159274193548385,6.675015230488054
2.6411290322580645,6.500952509887731
2.6814516129032255,6.181837522120472
2.7116935483870965,5.959424045797837
2.7268145161290325,5.737010569475202
2.7419354838709675,5.504926942008105
2.7520161290322585,5.330864221407782
2.7620967741935485,5.127791047374072
2.7772177419354835,4.779665606173426
2.7822580645161294,4.354178955817081
2.7973790322580645,4.1220953283499835
2.8175403225806455,3.870671398593961
2.8578629032258065,3.6095773176934767
2.8780241935483875,3.532216108537777
2.9082661290322585,3.4935355039599276
2.9737903225806455,3.425844445948691
3.0443548387096775,3.425844445948691
3.1098790322580645,3.4548548993820782
3.4072580645161286,3.5902370154045515
3.5685483870967745,3.7159489802825627
3.7147177419354835,3.861001247449498
3.8306451612903225,4.035063968049822
3.9868951612903225,4.267147595516919
4.122983870967742,4.528241676417403
4.309475806451612,4.87636711761805
4.51108870967742,5.224492558818696
4.652217741935484,5.456576186285793
4.858870967741936,5.824041929775364
5.035282258064516,6.085136010675848
5.221774193548386,6.297879335854021
5.398185483870968,6.510622661032193
5.60483870967742,6.723365986210366
5.79133064516129,6.916769009099614
5.942540322580646,7.1005018808444
6.088709677419354,7.226213845722411
6.164314516129032,7.293904903733647
6.244959677419354,7.380936264033808
6.255040322580646,7.371266112889346
6.234879032258064,7.351925810600422
6.11391129032258,7.197203392289023
6.028225806451612,7.081161578555474
5.91733870967742,6.974789915966388
5.77116935483871,6.839407799943915
5.650201612903226,6.713695835065904
6.214717741935484,7.34225565945596
6.300403225806452,7.39060641517827
6.678427419354838,7.477637775478433
6.88508064516129,7.5066482289118195
6.42641129032258,7.380936264033808
6.522177419354838,7.448627322045045
6.673387096774192,7.467967624333969
6.799395161290322,7.487307926622895
6.945564516129032,7.516318380056282
7.111895161290322,7.54532883348967
7.459677419354838,7.54532883348967
7.636088709677418,7.554998984634132
7.792338709677418,7.574339286923056
8.059475806451612,7.59367958921198
8.31149193548387,7.603349740356444
8.497983870967742,7.613019891500906
8.598790322580644,7.613019891500906
8.598790322580644,7.613019891500906
8.629032258064516,7.603349740356444
7.23790322580645,7.535658682345208
7.38407258064516,7.574339286923056
7.565524193548386,7.6226900426453685
7.847782258064516,7.613019891500906
8.029233870967742,7.613019891500906
8.245967741935484,7.613019891500906
8.492943548387096,7.632360193789831
8.618951612903226,7.632360193789831
8.669354838709676,7.554998984634132
8.724798387096774,7.322915357167034
8.75,7.0908317296999375
8.795362903225806,6.820067497654989
8.830645161290322,6.5589734167545055
8.860887096774192,6.326889789287408
8.881048387096774,6.09480616182031
8.896169354838708,5.93041359236445
8.931451612903226,5.68865981375289
8.961693548387096,5.48558663971918
8.951612903225806,5.44690603514133
8.95665322580645,5.350204523696706
8.986895161290322,5.156801500807459
9.012096774193548,4.953728326773748
9.037298387096774,4.740985001595576
9.07258064516129,4.479890920695092
9.08266129032258,4.334838653528156
9.087701612903226,4.218796839794607
9.087701612903226,4.141435630638908
9.10282258064516,4.044734119194284
9.11290322580645,3.94803260774966
9.122983870967742,3.841660945160574
9.128024193548386,3.8029803405827245
9.143145161290322,3.735289282571488
2.152217741935484,7.3035750548781095
2.0715725806451615,7.235883996866873
2.0161290322580645,7.148852636566712
1.9506048387096775,7.0908317296999375
1.819556451612903,6.926439160244076
1.7338709677419355,6.74270628849929
1.6985887096774195,6.568643567898968
1.648185483870968,6.37524054500972
1.5826612903225805,6.143156917542623
1.502016129032258,5.882062836642138
1.441532258064516,5.649979209175041
1.40625,5.475916488574717
1.3205645161290325,5.147131349662996
1.25,4.789335757317888
1.2046370967741935,4.508901374128478
1.1743951612903225,4.209126688650144
1.149193548387097,4.073744572627671
1.0786290322580645,3.7062788291381006
1.0433467741935485,3.4741952016710034
1.0131048387096775,3.2904623299262177
0.962701612903226,3.000357795592346
0.902217741935484,2.671572656680625
0.8618951612903225,2.391138273491215
0.7963709677419355,2.110703890301806
0.685483870967742,1.6658769376565359
0.6703629032258065,1.5304948216340626
0.7358870967741935,1.6755470888009985
0.8014112903225805,2.2267457040353547
0.9223790322580645,2.681242807825087
1.023185483870968,3.319472783359605
1.1038306451612905,4.170446084072295
1.244959677419355,4.934388024484824
1.461693548387097,5.862722534353213
1.910282258064516,7.052151125122087
2.096774193548387,7.235883996866873
2.2379032258064515,7.3035750548781095
2.3538306451612905,7.313245206022572
2.4495967741935485,7.168192938855636
2.5705645161290325,6.762046590788216
2.6461693548387095,6.278539033565096
2.7016129032258065,5.72734041833074
2.7066532258064515,5.24383286110762
2.7268145161290325,4.721644699306651
2.7671370967741935,4.170446084072295
2.7923387096774195,3.861001247449498
2.8175403225806455,3.8126504917271866
2.8377016129032255,4.093084874916596
2.8377016129032255,4.450880467261705
2.8377016129032255,4.934388024484824
2.8175403225806455,5.93041359236445
2.8124999999999996,6.471942056454344
2.6108870967741935,7.013470520544237
2.5554435483870965,7.003800369399775
2.6915322580645165,6.578313719043431
2.7570564516129035,6.114146464109235
2.7721774193548385,5.746680720619665
2.7822580645161294,5.137461198518534
2.7973790322580645,4.315498351239231
2.8629032258064515,3.6966086779936376
2.9435483870967745,3.5032056551043897
3.0544354838709675,3.445184748237616
3.3014112903225805,3.5128758062488528
3.4374999999999996,3.628917619982401
3.6189516129032255,3.7933101894382615
3.8004032258064515,4.073744572627671
4.022177419354838,4.383189409250468
4.178427419354838,4.624943187862027
4.334677419354838,4.895707419906974
4.475806451612904,5.24383286110762
4.20866935483871,4.924717873340361
3.9768145161290325,4.489561071839554
3.7802419354838706,4.141435630638908
3.8760080645161286,4.199456537505682
3.9717741935483875,4.141435630638908
4.233870967741936,4.499231222984016
4.375,4.740985001595576
4.279233870967742,4.779665606173426
4.501008064516128,5.0697701405072975
4.38508064516129,5.127791047374072
4.596774193548388,5.1761418030963835
4.596774193548388,5.350204523696706
4.727822580645162,5.52426724429703
4.732862903225806,5.640309058030578
4.85383064516129,5.843382232064289
4.97983870967742,5.9690941969423
5.055443548387096,6.09480616182031
5.080645161290322,6.181837522120472
5.14616935483871,6.143156917542623
4.964717741935484,5.882062836642138
5.14616935483871,6.162497219831548
5.236895161290322,6.326889789287408
5.317540322580646,6.413921149587569
5.393145161290322,6.37524054500972
5.493951612903226,6.713695835065904
5.514112903225806,6.607324172476817
5.549395161290322,6.597654021332355
5.665322580645162,6.858748102232839
5.745967741935484,6.926439160244076
5.882056451612904,7.003800369399775
6.003024193548386,7.235883996866873
6.154233870967742,7.380936264033808
6.305443548387096,7.477637775478433
6.41633064516129,7.554998984634132
6.512096774193548,7.574339286923056
6.71875,7.59367958921198
6.673387096774192,7.351925810600422
6.89516129032258,7.438957170900583
6.935483870967742,7.467967624333969
7.076612903225806,7.554998984634132
7.253024193548386,7.642030344934293
7.414314516129032,7.59367958921198
7.605846774193548,7.554998984634132
7.983870967741934,7.74840200752338
7.98891129032258,7.535658682345208
8.01915322580645,7.54532883348967
8.492943548387096,7.642030344934293
8.472782258064516,7.709721402945529
8.558467741935484,7.700051251801067
8.669354838709676,7.671040798367681
8.649193548387096,7.5066482289118195
8.588709677419354,7.496978077767357
8.674395161290322,7.438957170900583
8.704637096774192,7.313245206022572
8.755040322580644,7.1005018808444
8.719758064516128,6.907098857955152
8.775201612903226,6.907098857955152
8.820564516129032,6.684685381632516
8.830645161290322,6.491282358743269
8.830645161290322,6.2398584289872465
8.820564516129032,6.1238166152536975
8.891129032258064,5.998104650375687
8.921370967741934,5.843382232064289
8.921370967741934,5.572618000019341
8.971774193548386,5.311523919118857
8.976814516129032,5.147131349662996
9.022177419354838,4.895707419906974
9.032258064516128,4.760325303884501
9.087701612903226,4.528241676417403
9.107862903225806,4.238137142083532
9.077620967741934,4.2284669909390695
9.007056451612902,4.441210316117242
9.077620967741934,4.421870013828317
9.067540322580644,4.653953641295415
9.077620967741934,4.711974548162189
9.09274193548387,4.963398477918211
9.047379032258064,5.224492558818696
9.012096774193548,5.48558663971918
8.971774193548386,5.72734041833074
8.93649193548387,6.036785254953537
8.911290322580644,6.307549486998483
8.870967741935484,6.626664474765741
8.840725806451612,6.887758555666226
8.805443548387096,7.1005018808444
8.765120967741934,7.264894450300259
8.548387096774192,7.603349740356444
8.190524193548386,7.700051251801067
8.190524193548386,7.700051251801067
7.97883064516129,7.603349740356444
7.620967741935484,7.584009438067518
7.202620967741934,7.564669135778594
0.564516129032258,1.2694007407335781
0.554435483870968,1.2210499850112662
0.493951612903226,1.143688775855567
0.619959677419355,1.31775149645589
0.7711693548387095,1.6078560307897618
0.816532258064516,1.7529082979566977
0.8870967741935485,2.062353134579494
0.907258064516129,2.3427875177689033
0.9173387096774195,2.584541296380463
0.9576612903225805,2.884315981858797
0.992943548387097,3.1840906673371316
1.1139112903225805,3.9963833634719723
1.123991935483871,4.131765479494446
1.1693548387096775,3.6869385268491754
1.1038306451612905,3.8319907940161118
1.1391129032258065,4.073744572627671
1.1945564516129035,4.518571525272941
1.244959677419355,4.79900590846235
1.305443548387097,5.098780593940685
1.305443548387097,5.166471651951921
1.3558467741935485,5.533937395441492
1.345766129032258,5.340534372552244
1.345766129032258,5.32119407026332
1.345766129032258,5.24383286110762
0.972782258064516,3.106729458181432
0.8266129032258065,2.787614470414173
0.78125,2.352457668913366
0.720766129032258,2.081693436868419
0.7913306451612905,2.594211447524925
0.932459677419355,3.425844445948691
1.1038306451612905,4.412199862683854
1.0131048387096775,3.638587771126864
1.2096774193548385,4.460550618406167
1.5473790322580645,5.32119407026332
