X1,X2,Tag
6.290322580645162,8.870139540281016,0.0
2.0110887096774195,3.8803415497384233,1.0
7.615927419354838,3.8319907940161118,0.0
2.278225806451613,2.487839784935839,1.0
7.22782258064516,9.00552165630349,0.0
5.640120967741936,1.2790708918780402,0.0
5.34274193548387,8.212569262457574,0.0
5.393145161290322,5.901403138931063,0.0
7.036290322580644,6.036785254953537,0.0
6.910282258064516,3.0390384001701953,0.0
7.590725806451612,5.224492558818696,0.0
3.1754032258064515,8.328611076191123,1.0
2.03125,1.3757724033226642,1.0
4.51108870967742,0.8825946949550825,0.0
5.131048387096774,9.00552165630349,1.0
7.515120967741934,2.584541296380463,0.0
6.376008064516128,6.384910696154182,0.0
1.471774193548387,2.400808424635678,1.0
3.9415322580645165,9.41166800437091,1.0
7.348790322580644,5.746680720619665,0.0
6.900201612903226,4.18978638636122,0.0
0.7308467741935485,4.508901374128478,1.0
2.9939516129032255,3.3774936902263795,1.0
6.043346774193548,6.820067497654989,0.0
7.938508064516128,5.949753894653375,0.0
7.731854838709676,4.180116235216757,0.0
4.158266129032258,5.408225430563481,1.0
6.869959677419354,6.036785254953537,0.0
4.07258064516129,7.554998984634132,1.0
5.483870967741936,3.2517817253483683,0.0
6.910282258064516,1.3274216476003522,0.0
2.9939516129032255,1.9656516231348702,1.0
3.2812499999999996,6.423591300732032,1.0
7.671370967741934,8.493003645646983,0.0
7.293346774193548,6.849077951088377,0.0
4.128024193548388,2.1783949483130427,0.0
6.995967741935484,3.619247468837939,0.0
5.49899193548387,0.6891916720658346,0.0
5.690524193548386,4.8376865130402,0.0
6.07358870967742,3.5128758062488528,0.0
3.1854838709677415,6.259198731276172,1.0
3.5131048387096775,2.4201487269246025,1.0
5.670362903225806,3.8029803405827245,0.0
6.12399193548387,5.2825134656854695,0.0
6.58266129032258,7.419616868611659,0.0
1.431451612903226,1.6852172399454606,1.0
3.6189516129032255,7.845103518968003,1.0
4.621975806451612,5.649979209175041,0.0
4.793346774193548,0.4571080445987372,0.0
8.497983870967742,8.28026032046881,0.0
3.4828629032258065,4.421870013828317,1.0
5.60483870967742,8.957170900581177,0.0
2.4243951612903225,1.143688775855567,1.0
4.400201612903226,7.535658682345208,1.0
5.337701612903226,3.977043061183047,1.0
4.924395161290322,4.731314850451113,0.0
1.9858870967741935,7.322915357167034,1.0
1.537298387096774,1.2210499850112662,1.0
6.57258064516129,0.8149036369438458,0.0
4.319556451612904,3.1550802139037444,0.0
5.025201612903226,5.504926942008105,0.0
3.4979838709677415,7.042480973977625,1.0
5.277217741935484,7.59367958921198,0.0
1.219758064516129,3.6675982245602503,1.0
5.695564516129032,1.8496098094013216,0.0
2.5806451612903225,6.762046590788216,1.0
5.181451612903226,0.35073638200965096,0.0
6.819556451612902,3.851331096305036,0.0
7.001008064516128,8.734757424258543,0.0
7.928427419354838,3.938362456605198,0.0
5.64516129032258,3.861001247449498,1.0
5.297379032258064,7.032810822833163,0.0
6.61290322580645,5.514597093152568,0.0
3.5131048387096775,5.195482105385309,1.0
5.49899193548387,6.945779462533,0.0
6.199596774193548,1.9946620765682574,0.0
2.7822580645161294,2.0236725300016443,1.0
5.756048387096774,6.878088404521764,1.0
5.751008064516128,2.8359652261364854,0.0
3.2409274193548385,4.315498351239231,1.0
8.492943548387096,7.680710949512143,0.0
6.098790322580646,5.717670267186278,0.0
1.0433467741935485,3.4741952016710034,1.0
2.7973790322580645,5.872392685497676,1.0
2.7016129032258065,4.315498351239231,1.0
2.2278225806451615,5.031089535929448,1.0
5.856854838709678,1.0179768109775558,0.0
3.5332661290322585,3.8223206428716487,1.0
1.088709677419355,1.2984111941669654,1.0
5.307459677419354,6.675015230488054,0.0
3.8760080645161286,8.522014099080371,1.0
6.502016129032258,6.4429316030209565,0.0
2.8175403225806455,6.37524054500972,1.0
4.460685483870968,6.723365986210366,1.0
4.329637096774194,6.085136010675848,1.0
7.37399193548387,6.491282358743269,0.0
6.486895161290322,5.853052383208751,0.0
2.182459677419355,5.562947848874879,1.0
6.295362903225806,4.9730686290626736,0.0
1.723790322580645,1.6562067865120738,1.0
3.3770161290322585,8.086857297579563,1.0
8.230846774193548,4.518571525272941,0.0
3.3316532258064515,5.340534372552244,1.0
3.9112903225806455,3.010027946736808,1.0
3.7701612903225805,5.437235883996868,1.0
4.828629032258064,9.1312336211815,1.0
5.796370967741936,5.8143717786309015,0.0
6.809475806451612,9.092553016603652,0.0
6.365927419354838,4.344508804672618,0.0
4.82358870967742,2.5168502383692264,0.0
4.400201612903226,1.2113798338668036,0.0
4.435483870967742,8.144878204446337,1.0
2.9385080645161294,7.448627322045045,1.0
4.324596774193548,5.48558663971918,1.0
4.939516129032258,8.493003645646983,1.0
6.622983870967742,2.014002378857182,0.0
5.413306451612904,5.862722534353213,0.0
3.6743951612903225,2.7682741681252487,1.0
4.788306451612904,2.9229965864366463,0.0
7.368951612903226,4.789335757317888,0.0
4.380040322580646,9.04420226088134,1.0
6.376008064516128,7.584009438067518,0.0
6.869959677419354,8.144878204446337,0.0
4.430443548387096,6.69435553277698,1.0
4.24899193548387,0.824573788088308,0.0
3.2258064516129035,2.787614470414173,1.0
4.128024193548388,4.305828200094768,1.0
7.610887096774192,7.284234752589185,0.0
7.535282258064516,8.444652889924672,0.0
6.255040322580646,8.434982738780208,0.0
5.282258064516128,6.404250998443107,0.0
8.961693548387096,6.210847975553859,0.0
2.162298387096774,3.1454100627592814,1.0
4.939516129032258,5.804701627486439,1.0
5.866935483870968,8.463993192213596,0.0
3.7147177419354835,3.3581533879374543,1.0
4.82358870967742,9.121563470037039,1.0
4.339717741935484,3.2421115742039053,0.0
2.4546370967741935,3.2904623299262177,1.0
7.202620967741934,6.858748102232839,0.0
4.09274193548387,9.227935132626126,1.0
2.8427419354838706,5.234162709963158,1.0
4.974798387096774,0.9212752995329319,0.0
4.758064516129032,7.496978077767357,1.0
3.9969758064516125,0.9212752995329319,0.0
6.577620967741934,6.916769009099614,0.0
5.080645161290322,4.39285956039493,0.0
5.337701612903226,7.709721402945529,0.0
8.785282258064516,5.824041929775364,0.0
4.848790322580646,1.472473914767288,0.0
3.5483870967741935,9.324636644070749,1.0
2.222782258064516,0.5924901606212107,1.0
3.6592741935483875,1.472473914767288,1.0
5.61491935483871,4.779665606173426,0.0
6.008064516129032,3.416174294804229,0.0
2.6260080645161294,3.638587771126864,1.0
2.6209677419354835,5.253503012252082,1.0
3.7701612903225805,7.584009438067518,1.0
4.168346774193548,7.438957170900583,1.0
3.4425403225806455,1.6562067865120738,1.0
1.970766129032258,5.804701627486439,1.0
8.13508064516129,5.901403138931063,0.0
5.992943548387096,6.104476312964773,0.0
8.160282258064516,4.383189409250468,0.0
8.14516129032258,3.203430969626056,0.0
5.851814516129032,6.887758555666226,0.0
7.36391129032258,4.102755026061058,0.0
3.2762096774193545,6.7717167419326785,1.0
4.102822580645162,5.756350871764127,1.0
3.1048387096774195,8.318940925046661,1.0
5.64516129032258,7.061821276266549,0.0
3.7953629032258065,6.69435553277698,1.0
3.1451612903225805,4.015723665760897,1.0
4.536290322580646,9.372987399793061,1.0
4.203629032258064,6.7717167419326785,1.0
3.5131048387096775,8.783108179980855,1.0
4.07258064516129,4.818346210751275,1.0
4.203629032258064,6.259198731276172,1.0
1.3205645161290325,4.87636711761805,1.0
7.52016129032258,5.949753894653375,0.0
7.903225806451612,3.2421115742039053,0.0
2.4193548387096775,1.8496098094013216,1.0
4.606854838709678,1.6465366353676112,0.0
3.3770161290322585,2.8456353772809475,1.0
6.204637096774194,3.2904623299262177,0.0
6.844758064516128,5.011749233640523,0.0
8.316532258064516,3.94803260774966,0.0
4.662298387096774,4.963398477918211,1.0
5.902217741935484,9.2085948303372,0.0
6.27016129032258,3.9963833634719723,0.0
7.84274193548387,6.33655994043187,0.0
5.685483870967742,2.4684994826469144,0.0
3.4677419354838706,5.185811954240846,1.0
3.3770161290322585,1.8592799605457837,1.0
8.392137096774192,5.746680720619665,0.0
3.1098790322580645,1.1533589270000295,1.0
6.028225806451612,4.334838653528156,0.0
4.66733870967742,3.957702758894122,0.0
6.607862903225806,4.373519258106005,0.0
7.247983870967742,8.454323041069134,0.0
1.6330645161290325,3.213101120770518,1.0
6.320564516129032,2.7586040169807857,0.0
2.6512096774193545,4.8570268153291245,1.0
6.12399193548387,7.661370647223217,0.0
2.9989919354838706,2.9616771910144966,1.0
5.559475806451612,8.415642436491284,0.0
7.973790322580644,8.048176693001713,0.0
7.70665322580645,4.702304397017726,0.0
1.723790322580645,0.5054588003210492,1.0
6.5625,8.289930471613273,0.0
6.08366935483871,1.3951127056115893,0.0
5.564516129032258,6.974789915966388,0.0
5.161290322580646,1.462803763622826,0.0
4.742943548387096,2.8359652261364854,0.0
5.831653225806452,9.508369515815534,0.0
3.7449596774193545,6.355900242720796,1.0
5.277217741935484,2.507180087224764,0.0
7.5,2.9616771910144966,0.0
2.253024193548387,6.800727195366065,1.0
3.1350806451612905,0.5247991026099739,1.0
8.215725806451612,7.8257632166790785,0.0
8.225806451612902,5.137461198518534,0.0
4.501008064516128,2.41047857578014,1.0
3.8558467741935485,3.977043061183047,1.0
7.06149193548387,7.651700496078755,0.0
4.556451612903226,5.456576186285793,0.0
8.205645161290322,8.696076819680693,0.0
7.535282258064516,8.821788784558704,0.0
7.268145161290322,7.680710949512143,0.0
4.727822580645162,8.11586775101295,1.0
6.154233870967742,2.5652009940915383,0.0
5.871975806451612,6.191507673264934,1.0
1.1441532258064515,0.9792962063997064,1.0
8.00907258064516,9.198924679192737,0.0
7.06149193548387,2.4491591803579897,0.0
3.2711693548387095,7.013470520544237,1.0
2.2379032258064515,6.017444952664611,1.0
5.650201612903226,8.1545483555908,0.0
7.08165322580645,2.671572656680625,0.0
5.877016129032258,8.231909564746498,1.0
5.095766129032258,4.7506551527400385,0.0
2.7822580645161294,0.8729245438106199,1.0
7.585685483870968,4.238137142083532,0.0
7.006048387096774,5.437235883996868,0.0
3.9415322580645165,4.499231222984016,1.0
4.984879032258064,6.8684182533773015,0.0
8.46774193548387,6.762046590788216,0.0
8.28125,7.177863090000098,0.0
5.453629032258064,8.821788784558704,0.0
4.440524193548388,0.6408409163435227,0.0
3.8659274193548385,6.09480616182031,1.0
2.4445564516129035,7.6226900426453685,1.0
3.6239919354838706,7.1875332411445605,1.0
2.4596774193548385,2.8262950749920224,1.0
7.953629032258064,7.071491427411011,0.0
